Vocabulary Size:  27710
Total number of model parameters: 11.59M
| epoch   1 |   500/15983 batches | lr 20.00 | ms/batch 343.61 | loss  7.95 | ppl  2828.21
| epoch   4 |  3500/15983 batches | lr 5.00 | ms/batch 354.71 | loss  5.65 | ppl   283.74
| epoch   4 |  4000/15983 batches | lr 5.00 | ms/batch 355.80 | loss  5.66 | ppl   288.39
| epoch   4 |  4500/15983 batches | lr 5.00 | ms/batch 354.46 | loss  5.67 | ppl   289.26
| epoch   4 |  5000/15983 batches | lr 5.00 | ms/batch 354.53 | loss  5.65 | ppl   284.85
| epoch   4 |  5500/15983 batches | lr 5.00 | ms/batch 355.90 | loss  5.62 | ppl   277.16
| epoch   4 |  6000/15983 batches | lr 5.00 | ms/batch 355.84 | loss  5.65 | ppl   284.22
| epoch   4 |  6500/15983 batches | lr 5.00 | ms/batch 353.64 | loss  5.60 | ppl   271.59
| epoch   4 |  7000/15983 batches | lr 5.00 | ms/batch 354.23 | loss  5.62 | ppl   275.32
| epoch   4 |  7500/15983 batches | lr 5.00 | ms/batch 353.84 | loss  5.58 | ppl   264.63
| epoch   4 |  8000/15983 batches | lr 5.00 | ms/batch 353.03 | loss  5.65 | ppl   283.00
| epoch   4 |  8500/15983 batches | lr 5.00 | ms/batch 352.43 | loss  5.58 | ppl   265.17
| epoch   4 |  9000/15983 batches | lr 5.00 | ms/batch 352.48 | loss  5.55 | ppl   256.55
| epoch   4 |  9500/15983 batches | lr 5.00 | ms/batch 352.16 | loss  5.56 | ppl   258.75
| epoch   4 | 10000/15983 batches | lr 5.00 | ms/batch 354.46 | loss  5.55 | ppl   257.16
| epoch   4 | 10500/15983 batches | lr 5.00 | ms/batch 356.58 | loss  5.58 | ppl   264.94
| epoch   4 | 11000/15983 batches | lr 5.00 | ms/batch 354.88 | loss  5.58 | ppl   264.60
| epoch   4 | 11500/15983 batches | lr 5.00 | ms/batch 355.70 | loss  5.56 | ppl   260.32
| epoch   4 | 12000/15983 batches | lr 5.00 | ms/batch 354.83 | loss  5.54 | ppl   255.38
| epoch   4 | 12500/15983 batches | lr 5.00 | ms/batch 356.60 | loss  5.51 | ppl   247.47
| epoch   4 | 13000/15983 batches | lr 5.00 | ms/batch 357.23 | loss  5.53 | ppl   253.30
| epoch   4 | 13500/15983 batches | lr 5.00 | ms/batch 357.41 | loss  5.56 | ppl   258.85
| epoch   4 | 14000/15983 batches | lr 5.00 | ms/batch 357.82 | loss  5.58 | ppl   265.28
| epoch   4 | 14500/15983 batches | lr 5.00 | ms/batch 357.61 | loss  5.50 | ppl   244.81
| epoch   4 | 15000/15983 batches | lr 5.00 | ms/batch 357.61 | loss  5.47 | ppl   237.97
| epoch   4 | 15500/15983 batches | lr 5.00 | ms/batch 357.93 | loss  5.49 | ppl   243.44
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 5701.41s | valid loss  5.65 | valid ppl   284.81
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 5.00 | ms/batch 356.67 | loss  5.59 | ppl   268.51
| epoch   5 |  1000/15983 batches | lr 5.00 | ms/batch 355.61 | loss  5.57 | ppl   263.32
| epoch   5 |  1500/15983 batches | lr 5.00 | ms/batch 355.40 | loss  5.61 | ppl   272.91
| epoch   5 |  2000/15983 batches | lr 5.00 | ms/batch 355.68 | loss  5.53 | ppl   251.87
| epoch   5 |  2500/15983 batches | lr 5.00 | ms/batch 355.63 | loss  5.49 | ppl   241.61
| epoch   5 |  3000/15983 batches | lr 5.00 | ms/batch 354.07 | loss  5.54 | ppl   254.47
| epoch   5 |  3500/15983 batches | lr 5.00 | ms/batch 353.50 | loss  5.56 | ppl   259.21
| epoch   5 |  4000/15983 batches | lr 5.00 | ms/batch 367.95 | loss  5.56 | ppl   260.93
| epoch   5 |  4500/15983 batches | lr 5.00 | ms/batch 379.85 | loss  5.57 | ppl   261.93
| epoch   5 |  5000/15983 batches | lr 5.00 | ms/batch 370.90 | loss  5.56 | ppl   260.78
| epoch   5 |  5500/15983 batches | lr 5.00 | ms/batch 354.55 | loss  5.54 | ppl   254.10
| epoch   5 |  6000/15983 batches | lr 5.00 | ms/batch 355.02 | loss  5.56 | ppl   260.04
| epoch   5 |  6500/15983 batches | lr 5.00 | ms/batch 354.63 | loss  5.52 | ppl   250.27
| epoch   5 |  7000/15983 batches | lr 5.00 | ms/batch 354.74 | loss  5.54 | ppl   254.27
| epoch   5 |  7500/15983 batches | lr 5.00 | ms/batch 354.52 | loss  5.50 | ppl   245.71
| epoch   5 |  8000/15983 batches | lr 5.00 | ms/batch 354.93 | loss  5.58 | ppl   264.36
| epoch   5 |  8500/15983 batches | lr 5.00 | ms/batch 354.81 | loss  5.51 | ppl   248.04
| epoch   5 |  9000/15983 batches | lr 5.00 | ms/batch 354.53 | loss  5.48 | ppl   239.32
| epoch   5 |  9500/15983 batches | lr 5.00 | ms/batch 354.25 | loss  5.49 | ppl   242.88
| epoch   5 | 10000/15983 batches | lr 5.00 | ms/batch 355.20 | loss  5.49 | ppl   241.12
| epoch   5 | 10500/15983 batches | lr 5.00 | ms/batch 354.43 | loss  5.52 | ppl   249.81
| epoch   5 | 11000/15983 batches | lr 5.00 | ms/batch 353.39 | loss  5.52 | ppl   248.96
| epoch   5 | 11500/15983 batches | lr 5.00 | ms/batch 353.61 | loss  5.50 | ppl   244.23
| epoch   5 | 12000/15983 batches | lr 5.00 | ms/batch 353.37 | loss  5.49 | ppl   241.86
| epoch   5 | 12500/15983 batches | lr 5.00 | ms/batch 355.57 | loss  5.46 | ppl   233.99
| epoch   5 | 13000/15983 batches | lr 5.00 | ms/batch 356.38 | loss  5.48 | ppl   240.59
| epoch   5 | 13500/15983 batches | lr 5.00 | ms/batch 356.33 | loss  5.50 | ppl   245.48
| epoch   5 | 14000/15983 batches | lr 5.00 | ms/batch 356.50 | loss  5.53 | ppl   251.27
| epoch   5 | 14500/15983 batches | lr 5.00 | ms/batch 355.63 | loss  5.45 | ppl   232.89
| epoch   5 | 15000/15983 batches | lr 5.00 | ms/batch 356.28 | loss  5.42 | ppl   226.83
| epoch   5 | 15500/15983 batches | lr 5.00 | ms/batch 356.10 | loss  5.45 | ppl   232.18
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 5721.56s | valid loss  5.61 | valid ppl   273.35
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 5.00 | ms/batch 356.48 | loss  5.54 | ppl   254.27
| epoch   6 |  1000/15983 batches | lr 5.00 | ms/batch 356.90 | loss  5.51 | ppl   248.19
| epoch   6 |  1500/15983 batches | lr 5.00 | ms/batch 357.32 | loss  5.54 | ppl   255.57
| epoch   6 |  2000/15983 batches | lr 5.00 | ms/batch 357.50 | loss  5.47 | ppl   237.55
| epoch   6 |  2500/15983 batches | lr 5.00 | ms/batch 357.28 | loss  5.44 | ppl   230.36
| epoch   6 |  3000/15983 batches | lr 5.00 | ms/batch 356.95 | loss  5.49 | ppl   241.74
| epoch   6 |  3500/15983 batches | lr 5.00 | ms/batch 357.33 | loss  5.50 | ppl   245.34
| epoch   6 |  4000/15983 batches | lr 5.00 | ms/batch 357.20 | loss  5.51 | ppl   247.14
| epoch   6 |  4500/15983 batches | lr 5.00 | ms/batch 357.52 | loss  5.51 | ppl   248.22
| epoch   6 |  5000/15983 batches | lr 5.00 | ms/batch 357.46 | loss  5.51 | ppl   247.11
| epoch   6 |  5500/15983 batches | lr 5.00 | ms/batch 357.30 | loss  5.49 | ppl   241.58
| epoch   6 |  6000/15983 batches | lr 5.00 | ms/batch 357.28 | loss  5.52 | ppl   248.94
| epoch   6 |  6500/15983 batches | lr 5.00 | ms/batch 357.67 | loss  5.47 | ppl   238.31
| epoch   6 |  7000/15983 batches | lr 5.00 | ms/batch 357.20 | loss  5.49 | ppl   242.84
| epoch   6 |  7500/15983 batches | lr 5.00 | ms/batch 357.10 | loss  5.46 | ppl   234.54
| epoch   6 |  8000/15983 batches | lr 5.00 | ms/batch 357.45 | loss  5.53 | ppl   252.15
| epoch   6 |  8500/15983 batches | lr 5.00 | ms/batch 357.48 | loss  5.46 | ppl   236.15
| epoch   6 |  9000/15983 batches | lr 5.00 | ms/batch 357.21 | loss  5.43 | ppl   229.02
| epoch   6 |  9500/15983 batches | lr 5.00 | ms/batch 357.09 | loss  5.45 | ppl   232.50
| epoch   6 | 10000/15983 batches | lr 5.00 | ms/batch 356.70 | loss  5.44 | ppl   230.64
| epoch   6 | 10500/15983 batches | lr 5.00 | ms/batch 356.98 | loss  5.48 | ppl   239.17
| epoch   6 | 11000/15983 batches | lr 5.00 | ms/batch 356.53 | loss  5.47 | ppl   238.41
| epoch   6 | 11500/15983 batches | lr 5.00 | ms/batch 357.04 | loss  5.46 | ppl   234.74
| epoch   6 | 12000/15983 batches | lr 5.00 | ms/batch 357.22 | loss  5.45 | ppl   232.18
| epoch   6 | 12500/15983 batches | lr 5.00 | ms/batch 356.81 | loss  5.42 | ppl   225.77
| epoch   6 | 13000/15983 batches | lr 5.00 | ms/batch 357.46 | loss  5.44 | ppl   231.34
| epoch   6 | 13500/15983 batches | lr 5.00 | ms/batch 355.69 | loss  5.46 | ppl   235.31
| epoch   6 | 14000/15983 batches | lr 5.00 | ms/batch 354.77 | loss  5.48 | ppl   240.36
| epoch   6 | 14500/15983 batches | lr 5.00 | ms/batch 356.07 | loss  5.41 | ppl   223.64
| epoch   6 | 15000/15983 batches | lr 5.00 | ms/batch 356.33 | loss  5.39 | ppl   219.73
| epoch   6 | 15500/15983 batches | lr 5.00 | ms/batch 356.32 | loss  5.41 | ppl   223.49
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 5724.61s | valid loss  5.57 | valid ppl   261.17
-----------------------------------------------------------------------------------------
=========================================================================================
| End of training | test loss  5.62 | test ppl   277.04
=========================================================================================
