Vocabulary Size:  27710
Total number of model parameters: 11.59M
| epoch   1 |   500/15983 batches | lr 1.00 | ms/batch 11.15 | loss  7.11 | ppl  1223.42
| epoch   2 | 15500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.33 | ppl   205.89
-----------------------------------------------------------------------------------------
| end of epoch   2 | time: 174.81s | valid loss  5.41 | valid ppl   224.68
-----------------------------------------------------------------------------------------
| epoch   3 |   500/15983 batches | lr 1.00 | ms/batch 10.96 | loss  5.38 | ppl   216.73
| epoch   3 |  1000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.38 | ppl   216.53
| epoch   3 |  1500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.43 | ppl   228.90
| epoch   3 |  2000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.35 | ppl   209.73
| epoch   3 |  2500/15983 batches | lr 1.00 | ms/batch 10.98 | loss  5.28 | ppl   195.90
| epoch   3 |  3000/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.34 | ppl   208.55
| epoch   3 |  3500/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.36 | ppl   212.46
| epoch   3 |  4000/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.37 | ppl   214.90
| epoch   3 |  4500/15983 batches | lr 1.00 | ms/batch 10.96 | loss  5.38 | ppl   216.83
| epoch   3 |  5000/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.37 | ppl   215.60
| epoch   3 |  5500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.35 | ppl   211.36
| epoch   3 |  6000/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.38 | ppl   216.33
| epoch   3 |  6500/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.32 | ppl   204.71
| epoch   3 |  7000/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.34 | ppl   207.87
| epoch   3 |  7500/15983 batches | lr 1.00 | ms/batch 10.96 | loss  5.30 | ppl   199.41
| epoch   3 |  8000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.37 | ppl   214.37
| epoch   3 |  8500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.30 | ppl   199.88
| epoch   3 |  9000/15983 batches | lr 1.00 | ms/batch 10.96 | loss  5.26 | ppl   191.77
| epoch   3 |  9500/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.27 | ppl   194.60
| epoch   3 | 10000/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.26 | ppl   193.37
| epoch   3 | 10500/15983 batches | lr 1.00 | ms/batch 10.52 | loss  5.30 | ppl   199.89
| epoch   3 | 11000/15983 batches | lr 1.00 | ms/batch  7.63 | loss  5.31 | ppl   201.50
| epoch   3 | 11500/15983 batches | lr 1.00 | ms/batch 10.54 | loss  5.28 | ppl   195.43
| epoch   3 | 12000/15983 batches | lr 1.00 | ms/batch 10.49 | loss  5.26 | ppl   192.06
| epoch   3 | 12500/15983 batches | lr 1.00 | ms/batch 10.57 | loss  5.22 | ppl   185.07
| epoch   3 | 13000/15983 batches | lr 1.00 | ms/batch  9.12 | loss  5.24 | ppl   189.23
| epoch   3 | 13500/15983 batches | lr 1.00 | ms/batch  9.86 | loss  5.27 | ppl   194.33
| epoch   3 | 14000/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.30 | ppl   199.36
| epoch   3 | 14500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.21 | ppl   182.19
| epoch   3 | 15000/15983 batches | lr 1.00 | ms/batch 11.00 | loss  5.19 | ppl   179.03
| epoch   3 | 15500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.21 | ppl   183.63
-----------------------------------------------------------------------------------------
| end of epoch   3 | time: 172.69s | valid loss  5.32 | valid ppl   203.60
-----------------------------------------------------------------------------------------
| epoch   4 |   500/15983 batches | lr 1.00 | ms/batch 11.01 | loss  5.26 | ppl   193.21
| epoch   4 |  1000/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.26 | ppl   193.37
| epoch   4 |  1500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.32 | ppl   203.37
| epoch   4 |  2000/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.23 | ppl   187.26
| epoch   4 |  2500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.18 | ppl   177.05
| epoch   4 |  3000/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.24 | ppl   188.20
| epoch   4 |  3500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.25 | ppl   191.43
| epoch   4 |  4000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.26 | ppl   192.87
| epoch   4 |  4500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.27 | ppl   195.21
| epoch   4 |  5000/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.28 | ppl   195.48
| epoch   4 |  5500/15983 batches | lr 1.00 | ms/batch 10.96 | loss  5.26 | ppl   192.08
| epoch   4 |  6000/15983 batches | lr 1.00 | ms/batch 10.99 | loss  5.28 | ppl   196.16
| epoch   4 |  6500/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.23 | ppl   186.37
| epoch   4 |  7000/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.24 | ppl   189.12
| epoch   4 |  7500/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.20 | ppl   181.91
| epoch   4 |  8000/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.28 | ppl   195.74
| epoch   4 |  8500/15983 batches | lr 1.00 | ms/batch 11.00 | loss  5.21 | ppl   182.97
| epoch   4 |  9000/15983 batches | lr 1.00 | ms/batch  8.73 | loss  5.17 | ppl   175.96
| epoch   4 |  9500/15983 batches | lr 1.00 | ms/batch 10.98 | loss  5.18 | ppl   178.36
| epoch   4 | 10000/15983 batches | lr 1.00 | ms/batch 10.96 | loss  5.18 | ppl   177.41
| epoch   4 | 10500/15983 batches | lr 1.00 | ms/batch 11.01 | loss  5.22 | ppl   184.16
| epoch   4 | 11000/15983 batches | lr 1.00 | ms/batch  9.42 | loss  5.22 | ppl   185.84
| epoch   4 | 11500/15983 batches | lr 1.00 | ms/batch  8.69 | loss  5.19 | ppl   180.04
| epoch   4 | 12000/15983 batches | lr 1.00 | ms/batch  6.88 | loss  5.18 | ppl   177.94
| epoch   4 | 12500/15983 batches | lr 1.00 | ms/batch  6.88 | loss  5.14 | ppl   171.14
| epoch   4 | 13000/15983 batches | lr 1.00 | ms/batch  6.83 | loss  5.17 | ppl   175.24
| epoch   4 | 13500/15983 batches | lr 1.00 | ms/batch  6.93 | loss  5.19 | ppl   179.34
| epoch   4 | 14000/15983 batches | lr 1.00 | ms/batch  6.96 | loss  5.22 | ppl   184.10
| epoch   4 | 14500/15983 batches | lr 1.00 | ms/batch  8.67 | loss  5.13 | ppl   169.30
| epoch   4 | 15000/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.12 | ppl   166.79
| epoch   4 | 15500/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.14 | ppl   170.73
-----------------------------------------------------------------------------------------
| end of epoch   4 | time: 162.43s | valid loss  5.26 | valid ppl   191.65
-----------------------------------------------------------------------------------------
| epoch   5 |   500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.19 | ppl   179.17
| epoch   5 |  1000/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.19 | ppl   179.92
| epoch   5 |  1500/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.24 | ppl   187.85
| epoch   5 |  2000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.16 | ppl   174.11
| epoch   5 |  2500/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.11 | ppl   165.99
| epoch   5 |  3000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.17 | ppl   176.02
| epoch   5 |  3500/15983 batches | lr 1.00 | ms/batch 10.87 | loss  5.18 | ppl   178.27
| epoch   5 |  4000/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.19 | ppl   179.49
| epoch   5 |  4500/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.20 | ppl   181.42
| epoch   5 |  5000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.20 | ppl   181.91
| epoch   5 |  5500/15983 batches | lr 1.00 | ms/batch 10.88 | loss  5.19 | ppl   179.24
| epoch   5 |  6000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.21 | ppl   183.20
| epoch   5 |  6500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.16 | ppl   174.13
| epoch   5 |  7000/15983 batches | lr 1.00 | ms/batch 10.88 | loss  5.18 | ppl   176.81
| epoch   5 |  7500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.14 | ppl   170.29
| epoch   5 |  8000/15983 batches | lr 1.00 | ms/batch  9.81 | loss  5.21 | ppl   183.00
| epoch   5 |  8500/15983 batches | lr 1.00 | ms/batch  9.67 | loss  5.15 | ppl   171.71
| epoch   5 |  9000/15983 batches | lr 1.00 | ms/batch 10.52 | loss  5.11 | ppl   165.23
| epoch   5 |  9500/15983 batches | lr 1.00 | ms/batch 10.37 | loss  5.12 | ppl   167.67
| epoch   5 | 10000/15983 batches | lr 1.00 | ms/batch 10.49 | loss  5.12 | ppl   166.70
| epoch   5 | 10500/15983 batches | lr 1.00 | ms/batch  8.31 | loss  5.15 | ppl   173.09
| epoch   5 | 11000/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.16 | ppl   174.68
| epoch   5 | 11500/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.13 | ppl   169.57
| epoch   5 | 12000/15983 batches | lr 1.00 | ms/batch 10.86 | loss  5.12 | ppl   167.99
| epoch   5 | 12500/15983 batches | lr 1.00 | ms/batch 10.88 | loss  5.09 | ppl   161.98
| epoch   5 | 13000/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.11 | ppl   165.73
| epoch   5 | 13500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.13 | ppl   169.55
| epoch   5 | 14000/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.16 | ppl   173.86
| epoch   5 | 14500/15983 batches | lr 1.00 | ms/batch 10.00 | loss  5.08 | ppl   160.35
| epoch   5 | 15000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.07 | ppl   158.48
| epoch   5 | 15500/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.08 | ppl   161.40
-----------------------------------------------------------------------------------------
| end of epoch   5 | time: 172.38s | valid loss  5.21 | valid ppl   183.23
-----------------------------------------------------------------------------------------
| epoch   6 |   500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.13 | ppl   169.64
| epoch   6 |  1000/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.14 | ppl   170.17
| epoch   6 |  1500/15983 batches | lr 1.00 | ms/batch 10.96 | loss  5.18 | ppl   177.50
| epoch   6 |  2000/15983 batches | lr 1.00 | ms/batch 10.85 | loss  5.10 | ppl   164.53
| epoch   6 |  2500/15983 batches | lr 1.00 | ms/batch 10.88 | loss  5.06 | ppl   157.55
| epoch   6 |  3000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.12 | ppl   166.94
| epoch   6 |  3500/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.13 | ppl   169.02
| epoch   6 |  4000/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.13 | ppl   169.59
| epoch   6 |  4500/15983 batches | lr 1.00 | ms/batch  9.06 | loss  5.14 | ppl   171.54
| epoch   6 |  5000/15983 batches | lr 1.00 | ms/batch 10.49 | loss  5.15 | ppl   172.40
| epoch   6 |  5500/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.13 | ppl   169.75
| epoch   6 |  6000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.16 | ppl   173.67
| epoch   6 |  6500/15983 batches | lr 1.00 | ms/batch 10.86 | loss  5.11 | ppl   165.31
| epoch   6 |  7000/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.12 | ppl   168.03
| epoch   6 |  7500/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.09 | ppl   162.51
| epoch   6 |  8000/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.16 | ppl   174.20
| epoch   6 |  8500/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.10 | ppl   163.63
| epoch   6 |  9000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.06 | ppl   157.71
| epoch   6 |  9500/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.08 | ppl   160.07
| epoch   6 | 10000/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.07 | ppl   158.96
| epoch   6 | 10500/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.10 | ppl   164.75
| epoch   6 | 11000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.12 | ppl   166.50
| epoch   6 | 11500/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.09 | ppl   161.96
| epoch   6 | 12000/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.08 | ppl   160.42
| epoch   6 | 12500/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.04 | ppl   154.61
| epoch   6 | 13000/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.06 | ppl   158.37
| epoch   6 | 13500/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.09 | ppl   161.81
| epoch   6 | 14000/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.11 | ppl   166.02
| epoch   6 | 14500/15983 batches | lr 1.00 | ms/batch  9.96 | loss  5.04 | ppl   153.74
| epoch   6 | 15000/15983 batches | lr 1.00 | ms/batch 10.88 | loss  5.03 | ppl   152.19
| epoch   6 | 15500/15983 batches | lr 1.00 | ms/batch 10.88 | loss  5.04 | ppl   154.40
-----------------------------------------------------------------------------------------
| end of epoch   6 | time: 174.48s | valid loss  5.18 | valid ppl   176.91
-----------------------------------------------------------------------------------------
| epoch   7 |   500/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.09 | ppl   162.50
| epoch   7 |  1000/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.09 | ppl   162.72
| epoch   7 |  1500/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.13 | ppl   169.20
| epoch   7 |  2000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.06 | ppl   157.49
| epoch   7 |  2500/15983 batches | lr 1.00 | ms/batch 10.98 | loss  5.02 | ppl   151.69
| epoch   7 |  3000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.07 | ppl   159.87
| epoch   7 |  3500/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.09 | ppl   162.18
| epoch   7 |  4000/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.09 | ppl   162.04
| epoch   7 |  4500/15983 batches | lr 1.00 | ms/batch 10.87 | loss  5.10 | ppl   164.10
| epoch   7 |  5000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.11 | ppl   165.34
| epoch   7 |  5500/15983 batches | lr 1.00 | ms/batch  9.25 | loss  5.09 | ppl   162.66
| epoch   7 |  6000/15983 batches | lr 1.00 | ms/batch 10.11 | loss  5.12 | ppl   166.70
| epoch   7 |  6500/15983 batches | lr 1.00 | ms/batch 10.57 | loss  5.07 | ppl   158.86
| epoch   7 |  7000/15983 batches | lr 1.00 | ms/batch 10.44 | loss  5.08 | ppl   161.28
| epoch   7 |  7500/15983 batches | lr 1.00 | ms/batch  9.92 | loss  5.05 | ppl   155.93
| epoch   7 |  8000/15983 batches | lr 1.00 | ms/batch  8.65 | loss  5.12 | ppl   167.21
| epoch   7 |  8500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.06 | ppl   157.23
| epoch   7 |  9000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.02 | ppl   151.73
| epoch   7 |  9500/15983 batches | lr 1.00 | ms/batch 10.87 | loss  5.04 | ppl   154.04
| epoch   7 | 10000/15983 batches | lr 1.00 | ms/batch 10.87 | loss  5.03 | ppl   152.90
| epoch   7 | 10500/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.07 | ppl   159.18
| epoch   7 | 11000/15983 batches | lr 1.00 | ms/batch 10.94 | loss  5.08 | ppl   160.15
| epoch   7 | 11500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.05 | ppl   155.45
| epoch   7 | 12000/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.04 | ppl   154.77
| epoch   7 | 12500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.00 | ppl   149.09
| epoch   7 | 13000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.03 | ppl   152.72
| epoch   7 | 13500/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.05 | ppl   156.01
| epoch   7 | 14000/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.07 | ppl   159.71
| epoch   7 | 14500/15983 batches | lr 1.00 | ms/batch  9.94 | loss  5.00 | ppl   148.70
| epoch   7 | 15000/15983 batches | lr 1.00 | ms/batch 10.90 | loss  4.99 | ppl   147.24
| epoch   7 | 15500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.00 | ppl   148.87
-----------------------------------------------------------------------------------------
| end of epoch   7 | time: 172.11s | valid loss  5.15 | valid ppl   172.47
-----------------------------------------------------------------------------------------
| epoch   8 |   500/15983 batches | lr 1.00 | ms/batch  9.07 | loss  5.05 | ppl   156.37
| epoch   8 |  1000/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.06 | ppl   157.06
| epoch   8 |  1500/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.09 | ppl   162.90
| epoch   8 |  2000/15983 batches | lr 1.00 | ms/batch 10.96 | loss  5.02 | ppl   151.65
| epoch   8 |  2500/15983 batches | lr 1.00 | ms/batch 10.89 | loss  4.99 | ppl   146.57
| epoch   8 |  3000/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.04 | ppl   154.22
| epoch   8 |  3500/15983 batches | lr 1.00 | ms/batch 10.86 | loss  5.05 | ppl   156.33
| epoch   8 |  4000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.05 | ppl   156.19
| epoch   8 |  4500/15983 batches | lr 1.00 | ms/batch 10.88 | loss  5.06 | ppl   158.17
| epoch   8 |  5000/15983 batches | lr 1.00 | ms/batch 10.88 | loss  5.07 | ppl   159.06
| epoch   8 |  5500/15983 batches | lr 1.00 | ms/batch 10.86 | loss  5.06 | ppl   157.22
| epoch   8 |  6000/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.08 | ppl   160.80
| epoch   8 |  6500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.03 | ppl   153.48
| epoch   8 |  7000/15983 batches | lr 1.00 | ms/batch 10.86 | loss  5.05 | ppl   155.88
| epoch   8 |  7500/15983 batches | lr 1.00 | ms/batch 10.86 | loss  5.02 | ppl   151.04
| epoch   8 |  8000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.08 | ppl   161.58
| epoch   8 |  8500/15983 batches | lr 1.00 | ms/batch 10.90 | loss  5.03 | ppl   152.21
| epoch   8 |  9000/15983 batches | lr 1.00 | ms/batch 10.94 | loss  4.99 | ppl   146.92
| epoch   8 |  9500/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.01 | ppl   149.31
| epoch   8 | 10000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.00 | ppl   148.07
| epoch   8 | 10500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.04 | ppl   153.83
| epoch   8 | 11000/15983 batches | lr 1.00 | ms/batch 10.95 | loss  5.04 | ppl   154.99
| epoch   8 | 11500/15983 batches | lr 1.00 | ms/batch 10.92 | loss  5.02 | ppl   150.84
| epoch   8 | 12000/15983 batches | lr 1.00 | ms/batch 10.89 | loss  5.01 | ppl   150.01
| epoch   8 | 12500/15983 batches | lr 1.00 | ms/batch 10.91 | loss  4.98 | ppl   144.76
| epoch   8 | 13000/15983 batches | lr 1.00 | ms/batch 10.93 | loss  5.00 | ppl   148.09
| epoch   8 | 13500/15983 batches | lr 1.00 | ms/batch 10.87 | loss  5.02 | ppl   151.20
| epoch   8 | 14000/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.04 | ppl   154.86
| epoch   8 | 14500/15983 batches | lr 1.00 | ms/batch  9.88 | loss  4.97 | ppl   144.50
| epoch   8 | 15000/15983 batches | lr 1.00 | ms/batch 10.96 | loss  4.96 | ppl   142.97
| epoch   8 | 15500/15983 batches | lr 1.00 | ms/batch 10.95 | loss  4.98 | ppl   144.84
-----------------------------------------------------------------------------------------
| end of epoch   8 | time: 174.60s | valid loss  5.13 | valid ppl   169.01
-----------------------------------------------------------------------------------------
| epoch   9 |   500/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.02 | ppl   151.31
| epoch   9 |  1000/15983 batches | lr 1.00 | ms/batch 10.97 | loss  5.02 | ppl   152.16
| epoch   9 |  1500/15983 batches | lr 1.00 | ms/batch 10.91 | loss  5.06 | ppl   157.62
